company_ticker,date,closing_price
AAPL,2001-01-08,1.18
AAPL,2001-01-09,1.23
AAPL,2001-01-10,1.18
AAPL,2001-01-11,1.29
AAPL,2001-01-12,1.23
AAPL,2001-01-16,1.22
AAPL,2001-01-17,1.2
AAPL,2001-01-18,1.33
AAPL,2001-01-19,1.39
AAPL,2001-01-22,1.38
AAPL,2001-01-23,1.46
AAPL,2001-01-24,1.46
AAPL,2001-01-25,1.42
AAPL,2001-01-26,1.4
AAPL,2001-01-29,1.55
AAPL,2001-01-30,1.55
AAPL,2001-01-31,1.54
AAPL,2001-02-01,1.51
AAPL,2001-02-02,1.47
AAPL,2001-02-05,1.44
AAPL,2001-02-06,1.51
AAPL,2001-02-07,1.48
AAPL,2001-02-08,1.48
AAPL,2001-02-09,1.37
AAPL,2001-02-12,1.41
AAPL,2001-02-13,1.37
AAPL,2001-02-14,1.39
AAPL,2001-02-15,1.43
AAPL,2001-02-16,1.36
AAPL,2001-02-20,1.31
AAPL,2001-02-21,1.35
AAPL,2001-02-22,1.34
AAPL,2001-02-23,1.34
AAPL,2001-02-26,1.39
AAPL,2001-02-27,1.38
AAPL,2001-02-28,1.3
AAPL,2001-03-01,1.34
AAPL,2001-03-02,1.38
AAPL,2001-03-05,1.46
AAPL,2001-03-06,1.54
AAPL,2001-03-07,1.52
AAPL,2001-03-08,1.49
AAPL,2001-03-09,1.45
AAPL,2001-03-12,1.33
AAPL,2001-03-13,1.4
AAPL,2001-03-14,1.46
AAPL,2001-03-15,1.41
AAPL,2001-03-16,1.4
AAPL,2001-03-19,1.47
AAPL,2001-03-20,1.41
AAPL,2001-03-21,1.44
AAPL,2001-03-22,1.54
AAPL,2001-03-23,1.64
AAPL,2001-03-26,1.56
AAPL,2001-03-27,1.63
AAPL,2001-03-28,1.58
AAPL,2001-03-29,1.61
AAPL,2001-03-30,1.58
AAPL,2001-04-02,1.54
AAPL,2001-04-03,1.45
AAPL,2001-04-04,1.39
AAPL,2001-04-05,1.49
AAPL,2001-04-06,1.47
AAPL,2001-04-09,1.47
AAPL,2001-04-10,1.57
AAPL,2001-04-11,1.56
AAPL,2001-04-12,1.6
AAPL,2001-04-16,1.53
AAPL,2001-04-17,1.46
AAPL,2001-04-18,1.63
AAPL,2001-04-19,1.84
AAPL,2001-04-20,1.79
AAPL,2001-04-23,1.73
AAPL,2001-04-24,1.72
AAPL,2001-04-25,1.77
AAPL,2001-04-26,1.76
AAPL,2001-04-27,1.87
AAPL,2001-04-30,1.82
AAPL,2001-05-01,1.85
AAPL,2001-05-02,1.9
AAPL,2001-05-03,1.78
AAPL,2001-05-04,1.84
AAPL,2001-05-07,1.78
AAPL,2001-05-08,1.76
AAPL,2001-05-09,1.71
AAPL,2001-05-10,1.64
AAPL,2001-05-11,1.63
AAPL,2001-05-14,1.66
AAPL,2001-05-15,1.66
AAPL,2001-05-16,1.72
AAPL,2001-05-17,1.68
AAPL,2001-05-18,1.68
AAPL,2001-05-21,1.68
AAPL,2001-05-22,1.68
AAPL,2001-05-23,1.66
AAPL,2001-05-24,1.66
AAPL,2001-05-25,1.63
AAPL,2001-05-29,1.53
AAPL,2001-05-30,1.41
AAPL,2001-05-31,1.43
AAPL,2001-06-01,1.49
AAPL,2001-06-04,1.48
AAPL,2001-06-05,1.5
AAPL,2001-06-06,1.48
AAPL,2001-06-07,1.55
AAPL,2001-06-08,1.52
AAPL,2001-06-11,1.43
AAPL,2001-06-12,1.45
AAPL,2001-06-13,1.46
AAPL,2001-06-14,1.42
AAPL,2001-06-15,1.46
AAPL,2001-06-18,1.45
AAPL,2001-06-19,1.44
AAPL,2001-06-20,1.55
AAPL,2001-06-21,1.61
AAPL,2001-06-22,1.59
AAPL,2001-06-25,1.71
AAPL,2001-06-26,1.7
AAPL,2001-06-27,1.67
AAPL,2001-06-28,1.68
AAPL,2001-06-29,1.66
AAPL,2001-07-02,1.71
AAPL,2001-07-03,1.7
AAPL,2001-07-05,1.66
AAPL,2001-07-06,1.57
AAPL,2001-07-09,1.62
AAPL,2001-07-10,1.51
AAPL,2001-07-11,1.61
AAPL,2001-07-12,1.74
AAPL,2001-07-13,1.78
AAPL,2001-07-16,1.71
AAPL,2001-07-17,1.79
AAPL,2001-07-18,1.49
AAPL,2001-07-19,1.43
AAPL,2001-07-20,1.43
AAPL,2001-07-23,1.4
AAPL,2001-07-24,1.36
AAPL,2001-07-25,1.32
AAPL,2001-07-26,1.33
AAPL,2001-07-27,1.35
AAPL,2001-07-30,1.35
AAPL,2001-07-31,1.34
AAPL,2001-08-01,1.36
AAPL,2001-08-02,1.42
AAPL,2001-08-03,1.39
AAPL,2001-08-06,1.37
AAPL,2001-08-07,1.38
AAPL,2001-08-08,1.35
AAPL,2001-08-09,1.36
AAPL,2001-08-10,1.36
AAPL,2001-08-13,1.36
AAPL,2001-08-14,1.34
AAPL,2001-08-15,1.32
AAPL,2001-08-16,1.33
AAPL,2001-08-17,1.29
AAPL,2001-08-20,1.29
AAPL,2001-08-21,1.28
AAPL,2001-08-22,1.3
AAPL,2001-08-23,1.27
AAPL,2001-08-24,1.33
AAPL,2001-08-27,1.35
AAPL,2001-08-28,1.31
AAPL,2001-08-29,1.27
AAPL,2001-08-30,1.27
AAPL,2001-08-31,1.33
AAPL,2001-09-04,1.3
AAPL,2001-09-05,1.33
AAPL,2001-09-06,1.27
AAPL,2001-09-07,1.23
AAPL,2001-09-10,1.24
AAPL,2001-09-17,1.21
AAPL,2001-09-18,1.16
AAPL,2001-09-19,1.22
AAPL,2001-09-20,1.12
AAPL,2001-09-21,1.12
AAPL,2001-09-24,1.18
AAPL,2001-09-25,1.11
AAPL,2001-09-26,1.08
AAPL,2001-09-27,1.11
AAPL,2001-09-28,1.11
AAPL,2001-10-01,1.11
AAPL,2001-10-02,1.08
AAPL,2001-10-03,1.07
AAPL,2001-10-04,1.13
AAPL,2001-10-05,1.15
AAPL,2001-10-08,1.16
AAPL,2001-10-09,1.14
AAPL,2001-10-10,1.2
AAPL,2001-10-11,1.27
AAPL,2001-10-12,1.29
AAPL,2001-10-15,1.29
AAPL,2001-10-16,1.29
AAPL,2001-10-17,1.21
AAPL,2001-10-18,1.29
AAPL,2001-10-19,1.31
AAPL,2001-10-22,1.36
AAPL,2001-10-23,1.3
AAPL,2001-10-24,1.35
AAPL,2001-10-25,1.37
AAPL,2001-10-26,1.33
AAPL,2001-10-29,1.26
AAPL,2001-10-30,1.26
AAPL,2001-10-31,1.25
AAPL,2001-11-01,1.33
AAPL,2001-11-02,1.33
AAPL,2001-11-05,1.36
AAPL,2001-11-06,1.4
AAPL,2001-11-07,1.4
AAPL,2001-11-08,1.34
AAPL,2001-11-09,1.34
AAPL,2001-11-12,1.34
AAPL,2001-11-13,1.38
AAPL,2001-11-14,1.4
AAPL,2001-11-15,1.39
AAPL,2001-11-16,1.36
AAPL,2001-11-19,1.43
AAPL,2001-11-20,1.4
AAPL,2001-11-21,1.41
AAPL,2001-11-23,1.42
AAPL,2001-11-26,1.53
AAPL,2001-11-27,1.5
AAPL,2001-11-28,1.47
AAPL,2001-11-29,1.46
AAPL,2001-11-30,1.52
AAPL,2001-12-03,1.5
AAPL,2001-12-04,1.6
AAPL,2001-12-05,1.7
AAPL,2001-12-06,1.63
AAPL,2001-12-07,1.61
AAPL,2001-12-10,1.61
AAPL,2001-12-11,1.56
AAPL,2001-12-12,1.54
AAPL,2001-12-13,1.5
AAPL,2001-12-14,1.46
AAPL,2001-12-17,1.47
AAPL,2001-12-18,1.5
AAPL,2001-12-19,1.54
AAPL,2001-12-20,1.48
AAPL,2001-12-21,1.5
AAPL,2001-12-24,1.53
AAPL,2001-12-26,1.54
AAPL,2001-12-27,1.58
AAPL,2001-12-28,1.6
AAPL,2001-12-31,1.56
AAPL,2002-01-02,1.66
AAPL,2002-01-03,1.68
AAPL,2002-01-04,1.69
AAPL,2002-01-07,1.64
AAPL,2002-01-08,1.62
AAPL,2002-01-09,1.55
AAPL,2002-01-10,1.52
AAPL,2002-01-11,1.5
AAPL,2002-01-14,1.51
AAPL,2002-01-15,1.55
AAPL,2002-01-16,1.48
AAPL,2002-01-17,1.61
AAPL,2002-01-18,1.58
AAPL,2002-01-22,1.56
AAPL,2002-01-23,1.64
AAPL,2002-01-24,1.66
AAPL,2002-01-25,1.66
AAPL,2002-01-28,1.66
AAPL,2002-01-29,1.65
AAPL,2002-01-30,1.72
AAPL,2002-01-31,1.77
AAPL,2002-02-01,1.74
AAPL,2002-02-04,1.81
AAPL,2002-02-05,1.82
AAPL,2002-02-06,1.76
AAPL,2002-02-07,1.74
AAPL,2002-02-08,1.72
AAPL,2002-02-11,1.78
AAPL,2002-02-12,1.77
AAPL,2002-02-13,1.79
AAPL,2002-02-14,1.76
AAPL,2002-02-15,1.71
AAPL,2002-02-19,1.62
AAPL,2002-02-20,1.65
AAPL,2002-02-21,1.54
AAPL,2002-02-22,1.62
AAPL,2002-02-25,1.7
AAPL,2002-02-26,1.69
AAPL,2002-02-27,1.57
AAPL,2002-02-28,1.55
AAPL,2002-03-01,1.68
AAPL,2002-03-04,1.74
AAPL,2002-03-05,1.68
AAPL,2002-03-06,1.72
AAPL,2002-03-07,1.74
AAPL,2002-03-08,1.76
AAPL,2002-03-11,1.79
AAPL,2002-03-12,1.77
AAPL,2002-03-13,1.75
AAPL,2002-03-14,1.75
AAPL,2002-03-15,1.78
AAPL,2002-03-18,1.77
AAPL,2002-03-19,1.78
AAPL,2002-03-20,1.78
AAPL,2002-03-21,1.73
AAPL,2002-03-22,1.72
AAPL,2002-03-25,1.67
AAPL,2002-03-26,1.68
AAPL,2002-03-27,1.68
AAPL,2002-03-28,1.69
AAPL,2002-04-01,1.75
AAPL,2002-04-02,1.72
AAPL,2002-04-03,1.7
AAPL,2002-04-04,1.78
AAPL,2002-04-05,1.77
AAPL,2002-04-08,1.75
AAPL,2002-04-09,1.72
AAPL,2002-04-10,1.76
AAPL,2002-04-11,1.78
AAPL,2002-04-12,1.79
AAPL,2002-04-15,1.79
AAPL,2002-04-16,1.84
AAPL,2002-04-17,1.87
AAPL,2002-04-18,1.82
AAPL,2002-04-19,1.78
AAPL,2002-04-22,1.75
AAPL,2002-04-23,1.73
AAPL,2002-04-24,1.7
AAPL,2002-04-25,1.72
AAPL,2002-04-26,1.64
AAPL,2002-04-29,1.71
AAPL,2002-04-30,1.73
AAPL,2002-05-01,1.71
AAPL,2002-05-02,1.69
AAPL,2002-05-03,1.68
AAPL,2002-05-06,1.62
AAPL,2002-05-07,1.61
AAPL,2002-05-08,1.74
AAPL,2002-05-09,1.73
AAPL,2002-05-10,1.67
AAPL,2002-05-13,1.71
AAPL,2002-05-14,1.83
AAPL,2002-05-15,1.81
AAPL,2002-05-16,1.8
AAPL,2002-05-17,1.79
AAPL,2002-05-20,1.77
AAPL,2002-05-21,1.68
AAPL,2002-05-22,1.74
AAPL,2002-05-23,1.8
AAPL,2002-05-24,1.73
AAPL,2002-05-28,1.71
AAPL,2002-05-29,1.71
AAPL,2002-05-30,1.73
AAPL,2002-05-31,1.66
AAPL,2002-06-03,1.64
AAPL,2002-06-04,1.63
AAPL,2002-06-05,1.62
AAPL,2002-06-06,1.58
AAPL,2002-06-07,1.53
AAPL,2002-06-10,1.53
AAPL,2002-06-11,1.46
AAPL,2002-06-12,1.44
AAPL,2002-06-13,1.4
AAPL,2002-06-14,1.44
AAPL,2002-06-17,1.47
AAPL,2002-06-18,1.44
AAPL,2002-06-19,1.22
AAPL,2002-06-20,1.22
AAPL,2002-06-21,1.2
AAPL,2002-06-24,1.23
AAPL,2002-06-25,1.22
AAPL,2002-06-26,1.18
AAPL,2002-06-27,1.22
AAPL,2002-06-28,1.27
AAPL,2002-07-01,1.22
AAPL,2002-07-02,1.21
AAPL,2002-07-03,1.25
AAPL,2002-07-05,1.34
AAPL,2002-07-08,1.29
AAPL,2002-07-09,1.25
AAPL,2002-07-10,1.24
AAPL,2002-07-11,1.31
AAPL,2002-07-12,1.25
AAPL,2002-07-15,1.3
AAPL,2002-07-16,1.28
AAPL,2002-07-17,1.12
AAPL,2002-07-18,1.07
AAPL,2002-07-19,1.07
AAPL,2002-07-22,1.07
AAPL,2002-07-23,1.03
AAPL,2002-07-24,1.09
AAPL,2002-07-25,1.03
AAPL,2002-07-26,1.02
AAPL,2002-07-29,1.07
AAPL,2002-07-30,1.1
AAPL,2002-07-31,1.09
AAPL,2002-08-01,1.06
AAPL,2002-08-02,1.03
AAPL,2002-08-05,1.0
AAPL,2002-08-06,1.05
AAPL,2002-08-07,1.07
AAPL,2002-08-08,1.09
AAPL,2002-08-09,1.07
AAPL,2002-08-12,1.07
AAPL,2002-08-13,1.04
AAPL,2002-08-14,1.08
AAPL,2002-08-15,1.12
AAPL,2002-08-16,1.13
AAPL,2002-08-19,1.14
AAPL,2002-08-20,1.14
AAPL,2002-08-21,1.15
AAPL,2002-08-22,1.14
AAPL,2002-08-23,1.12
AAPL,2002-08-26,1.11
AAPL,2002-08-27,1.06
AAPL,2002-08-28,1.05
AAPL,2002-08-29,1.05
AAPL,2002-08-30,1.05
AAPL,2002-09-03,1.0
AAPL,2002-09-04,1.03
AAPL,2002-09-05,1.01
AAPL,2002-09-06,1.03
AAPL,2002-09-09,1.03
AAPL,2002-09-10,1.02
AAPL,2002-09-11,1.02
AAPL,2002-09-12,1.01
AAPL,2002-09-13,1.01
AAPL,2002-09-16,1.04
AAPL,2002-09-17,1.06
AAPL,2002-09-18,1.07
AAPL,2002-09-19,1.04
AAPL,2002-09-20,1.06
AAPL,2002-09-23,1.06
AAPL,2002-09-24,1.05
AAPL,2002-09-25,1.07
AAPL,2002-09-26,1.05
AAPL,2002-09-27,1.05
AAPL,2002-09-30,1.04
AAPL,2002-10-01,1.04
AAPL,2002-10-02,1.01
AAPL,2002-10-03,1.02
AAPL,2002-10-04,1.0
AAPL,2002-10-07,0.98
AAPL,2002-10-08,0.98
AAPL,2002-10-09,0.97
AAPL,2002-10-10,1.01
AAPL,2002-10-11,1.04
AAPL,2002-10-14,1.06
AAPL,2002-10-15,1.08
AAPL,2002-10-16,1.04
AAPL,2002-10-17,1.01
AAPL,2002-10-18,1.02
AAPL,2002-10-21,1.04
AAPL,2002-10-22,1.05
AAPL,2002-10-23,1.06
AAPL,2002-10-24,1.05
AAPL,2002-10-25,1.1
AAPL,2002-10-28,1.12
AAPL,2002-10-29,1.1
AAPL,2002-10-30,1.14
AAPL,2002-10-31,1.15
AAPL,2002-11-01,1.17
AAPL,2002-11-04,1.21
AAPL,2002-11-05,1.21
AAPL,2002-11-06,1.23
AAPL,2002-11-07,1.14
AAPL,2002-11-08,1.13
AAPL,2002-11-11,1.08
AAPL,2002-11-12,1.12
AAPL,2002-11-13,1.11
AAPL,2002-11-14,1.16
AAPL,2002-11-15,1.14
AAPL,2002-11-18,1.12
AAPL,2002-11-19,1.09
AAPL,2002-11-20,1.11
AAPL,2002-11-21,1.17
AAPL,2002-11-22,1.14
AAPL,2002-11-25,1.14
AAPL,2002-11-26,1.1
AAPL,2002-11-27,1.12
AAPL,2002-11-29,1.11
AAPL,2002-12-02,1.08
AAPL,2002-12-03,1.08
AAPL,2002-12-04,1.07
AAPL,2002-12-05,1.05
AAPL,2002-12-06,1.07
AAPL,2002-12-09,1.05
AAPL,2002-12-10,1.09
AAPL,2002-12-11,1.11
AAPL,2002-12-12,1.09
AAPL,2002-12-13,1.06
AAPL,2002-12-16,1.06
AAPL,2002-12-17,1.08
AAPL,2002-12-18,1.04
AAPL,2002-12-19,1.01
AAPL,2002-12-20,1.01
AAPL,2002-12-23,1.04
AAPL,2002-12-24,1.03
AAPL,2002-12-26,1.03
AAPL,2002-12-27,1.0
AAPL,2002-12-30,1.01
AAPL,2002-12-31,1.02
AAPL,2003-01-02,1.06
AAPL,2003-01-03,1.06
AAPL,2003-01-06,1.06
AAPL,2003-01-07,1.06
AAPL,2003-01-08,1.04
AAPL,2003-01-09,1.05
AAPL,2003-01-10,1.05
AAPL,2003-01-13,1.05
AAPL,2003-01-14,1.04
AAPL,2003-01-15,1.03
AAPL,2003-01-16,1.04
AAPL,2003-01-17,1.01
AAPL,2003-01-21,1.0
AAPL,2003-01-22,0.99
AAPL,2003-01-23,1.01
AAPL,2003-01-24,0.99
AAPL,2003-01-27,1.01
AAPL,2003-01-28,1.04
AAPL,2003-01-29,1.07
AAPL,2003-01-30,1.02
AAPL,2003-01-31,1.03
AAPL,2003-02-03,1.05
AAPL,2003-02-04,1.04
AAPL,2003-02-05,1.03
AAPL,2003-02-06,1.03
AAPL,2003-02-07,1.01
AAPL,2003-02-10,1.03
AAPL,2003-02-11,1.03
AAPL,2003-02-12,1.03
AAPL,2003-02-13,1.04
AAPL,2003-02-14,1.05
AAPL,2003-02-18,1.09
AAPL,2003-02-19,1.06
AAPL,2003-02-20,1.06
AAPL,2003-02-21,1.07
AAPL,2003-02-24,1.05
AAPL,2003-02-25,1.07
AAPL,2003-02-26,1.04
AAPL,2003-02-27,1.06
AAPL,2003-02-28,1.07
AAPL,2003-03-03,1.05
AAPL,2003-03-04,1.04
AAPL,2003-03-05,1.04
AAPL,2003-03-06,1.04
AAPL,2003-03-07,1.04
AAPL,2003-03-10,1.03
AAPL,2003-03-11,1.02
AAPL,2003-03-12,1.02
AAPL,2003-03-13,1.05
AAPL,2003-03-14,1.06
AAPL,2003-03-17,1.07
AAPL,2003-03-18,1.07
AAPL,2003-03-19,1.07
AAPL,2003-03-20,1.07
AAPL,2003-03-21,1.07
AAPL,2003-03-24,1.03
AAPL,2003-03-25,1.04
AAPL,2003-03-26,1.03
AAPL,2003-03-27,1.04
AAPL,2003-03-28,1.04
AAPL,2003-03-31,1.01
AAPL,2003-04-01,1.01
AAPL,2003-04-02,1.04
AAPL,2003-04-03,1.03
AAPL,2003-04-04,1.03
AAPL,2003-04-07,1.04
AAPL,2003-04-08,1.03
AAPL,2003-04-09,1.01
AAPL,2003-04-10,1.03
AAPL,2003-04-11,0.94
AAPL,2003-04-14,0.97
AAPL,2003-04-15,0.96
AAPL,2003-04-16,0.95
AAPL,2003-04-17,0.94
AAPL,2003-04-21,0.94
AAPL,2003-04-22,0.97
AAPL,2003-04-23,0.97
AAPL,2003-04-24,0.96
AAPL,2003-04-25,0.95
AAPL,2003-04-28,0.99
AAPL,2003-04-29,1.0
AAPL,2003-04-30,1.02
AAPL,2003-05-01,1.03
AAPL,2003-05-02,1.03
AAPL,2003-05-05,1.15
AAPL,2003-05-06,1.25
AAPL,2003-05-07,1.26
AAPL,2003-05-08,1.29
AAPL,2003-05-09,1.31
AAPL,2003-05-12,1.33
AAPL,2003-05-13,1.33
AAPL,2003-05-14,1.33
AAPL,2003-05-15,1.34
AAPL,2003-05-16,1.34
AAPL,2003-05-19,1.29
AAPL,2003-05-20,1.27
AAPL,2003-05-21,1.28
AAPL,2003-05-22,1.3
AAPL,2003-05-23,1.31
AAPL,2003-05-27,1.35
AAPL,2003-05-28,1.31
AAPL,2003-05-29,1.29
AAPL,2003-05-30,1.28
AAPL,2003-06-02,1.25
AAPL,2003-06-03,1.24
AAPL,2003-06-04,1.26
AAPL,2003-06-05,1.26
AAPL,2003-06-06,1.23
AAPL,2003-06-09,1.2
AAPL,2003-06-10,1.23
AAPL,2003-06-11,1.25
AAPL,2003-06-12,1.27
AAPL,2003-06-13,1.24
AAPL,2003-06-16,1.31
AAPL,2003-06-17,1.3
AAPL,2003-06-18,1.37
AAPL,2003-06-19,1.37
AAPL,2003-06-20,1.37
AAPL,2003-06-23,1.36
AAPL,2003-06-24,1.34
AAPL,2003-06-25,1.36
AAPL,2003-06-26,1.38
AAPL,2003-06-27,1.34
AAPL,2003-06-30,1.36
AAPL,2003-07-01,1.36
AAPL,2003-07-02,1.38
AAPL,2003-07-03,1.37
AAPL,2003-07-07,1.42
AAPL,2003-07-08,1.46
AAPL,2003-07-09,1.42
AAPL,2003-07-10,1.4
AAPL,2003-07-11,1.42
AAPL,2003-07-14,1.42
AAPL,2003-07-15,1.4
AAPL,2003-07-16,1.42
AAPL,2003-07-17,1.49
AAPL,2003-07-18,1.49
AAPL,2003-07-21,1.47
AAPL,2003-07-22,1.49
AAPL,2003-07-23,1.49
AAPL,2003-07-24,1.47
AAPL,2003-07-25,1.54
AAPL,2003-07-28,1.5
AAPL,2003-07-29,1.48
AAPL,2003-07-30,1.45
AAPL,2003-07-31,1.51
AAPL,2003-08-01,1.48
AAPL,2003-08-04,1.52
AAPL,2003-08-05,1.46
AAPL,2003-08-06,1.4
AAPL,2003-08-07,1.42
AAPL,2003-08-08,1.4
AAPL,2003-08-11,1.4
AAPL,2003-08-12,1.41
AAPL,2003-08-13,1.44
AAPL,2003-08-14,1.43
AAPL,2003-08-15,1.41
AAPL,2003-08-18,1.45
AAPL,2003-08-19,1.45
AAPL,2003-08-20,1.5
AAPL,2003-08-21,1.55
AAPL,2003-08-22,1.49
AAPL,2003-08-25,1.49
AAPL,2003-08-26,1.5
AAPL,2003-08-27,1.53
AAPL,2003-08-28,1.59
AAPL,2003-08-29,1.62
AAPL,2003-09-02,1.63
AAPL,2003-09-03,1.64
AAPL,2003-09-04,1.63
AAPL,2003-09-05,1.61
AAPL,2003-09-08,1.62
AAPL,2003-09-09,1.6
AAPL,2003-09-10,1.58
AAPL,2003-09-11,1.61
AAPL,2003-09-12,1.65
AAPL,2003-09-15,1.59
AAPL,2003-09-16,1.6
AAPL,2003-09-17,1.58
AAPL,2003-09-18,1.63
AAPL,2003-09-19,1.61
AAPL,2003-09-22,1.58
AAPL,2003-09-23,1.6
AAPL,2003-09-24,1.52
AAPL,2003-09-25,1.46
AAPL,2003-09-26,1.48
AAPL,2003-09-29,1.52
AAPL,2003-09-30,1.48
AAPL,2003-10-01,1.49
AAPL,2003-10-02,1.47
AAPL,2003-10-03,1.55
AAPL,2003-10-06,1.59
AAPL,2003-10-07,1.66
AAPL,2003-10-08,1.65
AAPL,2003-10-09,1.68
AAPL,2003-10-10,1.69
AAPL,2003-10-13,1.74
AAPL,2003-10-14,1.75
AAPL,2003-10-15,1.77
AAPL,2003-10-16,1.66
AAPL,2003-10-17,1.63
AAPL,2003-10-20,1.66
AAPL,2003-10-21,1.66
AAPL,2003-10-22,1.63
AAPL,2003-10-23,1.64
AAPL,2003-10-24,1.61
AAPL,2003-10-27,1.61
AAPL,2003-10-28,1.69
AAPL,2003-10-29,1.69
AAPL,2003-10-30,1.65
AAPL,2003-10-31,1.64
AAPL,2003-11-03,1.65
AAPL,2003-11-04,1.64
AAPL,2003-11-05,1.65
AAPL,2003-11-06,1.65
AAPL,2003-11-07,1.61
AAPL,2003-11-10,1.56
AAPL,2003-11-11,1.54
AAPL,2003-11-12,1.6
AAPL,2003-11-13,1.6
AAPL,2003-11-14,1.53
AAPL,2003-11-17,1.51
AAPL,2003-11-18,1.46
AAPL,2003-11-19,1.46
AAPL,2003-11-20,1.46
AAPL,2003-11-21,1.45
AAPL,2003-11-24,1.51
AAPL,2003-11-25,1.48
AAPL,2003-11-26,1.48
AAPL,2003-11-28,1.49
AAPL,2003-12-01,1.55
AAPL,2003-12-02,1.54
AAPL,2003-12-03,1.5
AAPL,2003-12-04,1.51
AAPL,2003-12-05,1.49
AAPL,2003-12-08,1.5
AAPL,2003-12-09,1.46
AAPL,2003-12-10,1.46
AAPL,2003-12-11,1.52
AAPL,2003-12-12,1.49
AAPL,2003-12-15,1.44
AAPL,2003-12-16,1.44
AAPL,2003-12-17,1.42
AAPL,2003-12-18,1.43
AAPL,2003-12-19,1.41
AAPL,2003-12-22,1.42
AAPL,2003-12-23,1.42
AAPL,2003-12-24,1.46
AAPL,2003-12-26,1.48
AAPL,2003-12-29,1.51
AAPL,2003-12-30,1.52
AAPL,2003-12-31,1.53
AAPL,2004-01-02,1.52
AAPL,2004-01-05,1.58
AAPL,2004-01-06,1.58
AAPL,2004-01-07,1.61
AAPL,2004-01-08,1.67
AAPL,2004-01-09,1.64
AAPL,2004-01-12,1.7
AAPL,2004-01-13,1.72
AAPL,2004-01-14,1.73
AAPL,2004-01-15,1.63
AAPL,2004-01-16,1.62
AAPL,2004-01-20,1.62
AAPL,2004-01-21,1.62
AAPL,2004-01-22,1.58
AAPL,2004-01-23,1.61
AAPL,2004-01-26,1.64
AAPL,2004-01-27,1.65
AAPL,2004-01-28,1.61
AAPL,2004-01-29,1.62
AAPL,2004-01-30,1.61
AAPL,2004-02-02,1.59
AAPL,2004-02-03,1.59
AAPL,2004-02-04,1.56
AAPL,2004-02-05,1.6
AAPL,2004-02-06,1.62
AAPL,2004-02-09,1.62
AAPL,2004-02-10,1.64
AAPL,2004-02-11,1.7
AAPL,2004-02-12,1.7
AAPL,2004-02-13,1.64
AAPL,2004-02-17,1.65
AAPL,2004-02-18,1.66
AAPL,2004-02-19,1.61
AAPL,2004-02-20,1.6
AAPL,2004-02-23,1.59
AAPL,2004-02-24,1.6
AAPL,2004-02-25,1.63
AAPL,2004-02-26,1.65
AAPL,2004-02-27,1.71
AAPL,2004-03-01,1.72
AAPL,2004-03-02,1.7
AAPL,2004-03-03,1.71
AAPL,2004-03-04,1.8
AAPL,2004-03-05,1.91
AAPL,2004-03-08,1.86
AAPL,2004-03-09,1.94
AAPL,2004-03-10,1.98
AAPL,2004-03-11,1.94
AAPL,2004-03-12,1.97
AAPL,2004-03-15,1.89
AAPL,2004-03-16,1.84
AAPL,2004-03-17,1.87
AAPL,2004-03-18,1.83
AAPL,2004-03-19,1.85
AAPL,2004-03-22,1.85
AAPL,2004-03-23,1.81
AAPL,2004-03-24,1.82
AAPL,2004-03-25,1.92
AAPL,2004-03-26,1.93
AAPL,2004-03-29,1.99
AAPL,2004-03-30,1.99
AAPL,2004-03-31,1.93
AAPL,2004-04-01,1.94
AAPL,2004-04-02,1.96
AAPL,2004-04-05,2.02
AAPL,2004-04-06,1.99
AAPL,2004-04-07,1.95
AAPL,2004-04-08,1.97
AAPL,2004-04-12,2.0
AAPL,2004-04-13,1.92
AAPL,2004-04-14,1.9
AAPL,2004-04-15,2.09
AAPL,2004-04-16,2.08
AAPL,2004-04-19,2.03
AAPL,2004-04-20,1.98
AAPL,2004-04-21,1.98
AAPL,2004-04-22,1.98
AAPL,2004-04-23,1.98
AAPL,2004-04-26,1.94
AAPL,2004-04-27,1.92
AAPL,2004-04-28,1.89
AAPL,2004-04-29,1.91
AAPL,2004-04-30,1.84
AAPL,2004-05-03,1.86
AAPL,2004-05-04,1.87
AAPL,2004-05-05,1.9
AAPL,2004-05-06,1.9
AAPL,2004-05-07,1.91
AAPL,2004-05-10,1.88
AAPL,2004-05-11,1.94
AAPL,2004-05-12,1.95
AAPL,2004-05-13,1.94
AAPL,2004-05-14,1.93
AAPL,2004-05-17,1.9
AAPL,2004-05-18,1.93
AAPL,2004-05-19,1.89
AAPL,2004-05-20,1.91
AAPL,2004-05-21,1.94
AAPL,2004-05-24,1.95
AAPL,2004-05-25,2.03
AAPL,2004-05-26,2.04
AAPL,2004-05-27,2.01
AAPL,2004-05-28,2.0
AAPL,2004-06-01,2.0
AAPL,2004-06-02,2.07
AAPL,2004-06-03,2.03
AAPL,2004-06-04,2.06
AAPL,2004-06-07,2.13
AAPL,2004-06-08,2.17
AAPL,2004-06-09,2.16
AAPL,2004-06-10,2.2
AAPL,2004-06-14,2.15
AAPL,2004-06-15,2.19
AAPL,2004-06-16,2.34
AAPL,2004-06-17,2.34
AAPL,2004-06-18,2.35
AAPL,2004-06-21,2.31
AAPL,2004-06-22,2.36
AAPL,2004-06-23,2.41
AAPL,2004-06-24,2.37
AAPL,2004-06-25,2.41
AAPL,2004-06-28,2.32
AAPL,2004-06-29,2.32
AAPL,2004-06-30,2.32
AAPL,2004-07-01,2.31
AAPL,2004-07-02,2.22
